Sex,Age_group,Housing,Purpose,Risk_per_purpose,Credit amount,Duration,Financial_profile,Saving accounts,Checking account,Job_type,Duration_estimated,Checking_score,Saving_score,Duration_score,Job_score,Risk_per_purpose_score,Internal_Risk_Score,PD_internal
male,26-35,own,radio/TV,alto riesgo,1919,30,moderate / moderate,moderate,moderate,muy cualificado,25-30,0.5,0.5,0.34974096978557817,0.0,1.0,2.3497409697855782,0.45940587584848674
female,26-35,own,radio/TV,alto riesgo,745,9,little / rich,little,rich,no cualificado,7-12,0.0,0.75,0.0824692444233059,0.6,1.0,2.432469244423306,0.47558036314563235
male,26-35,rent,radio/TV,alto riesgo,2063,6,little / moderate,little,moderate,muy cualificado,0-6,0.5,0.75,0.050697028491100485,0.0,1.0,2.3006970284911006,0.4498171275161515
male,36-45,free,education,bajo riesgo,6288,60,little / moderate,little,moderate,cualificado,55-60,0.5,0.75,0.8034937533355228,0.3,0.0,3.3534937533355227,0.6556530080182077
male,46-55,own,car,bajo riesgo,6842,24,No_tiene / No_tiene,,,muy cualificado,19-24,1.0,1.0,0.26758052058674353,0.0,0.0,3.2675805205867436,0.6388558186916202
male,36-45,own,car,bajo riesgo,3527,12,No_tiene / No_tiene,,,muy cualificado,7-12,1.0,1.0,0.11647118646192987,0.0,0.0,3.11647118646193,0.6093119170934681
male,26-35,own,car,bajo riesgo,1546,10,little / No_tiene,little,,no cualificado,7-12,1.0,0.75,0.09358387076573756,0.6,0.0,2.4435838707657376,0.4777534216721811
male,26-35,own,furniture/equipment,alto riesgo,929,24,No_tiene / No_tiene,,,cualificado,19-24,1.0,1.0,0.26758052058674353,0.3,1.0,3.5675805205867435,0.6975098424868995
male,36-45,own,car,bajo riesgo,1455,4,little / No_tiene,little,,no cualificado,0-6,1.0,0.75,0.031165420706838875,0.6,0.0,2.381165420706839,0.4655497774887841
female,46-55,rent,furniture/equipment,alto riesgo,1845,15,little / little,little,little,cualificado,13-18,0.75,0.75,0.1522335991272839,0.3,1.0,2.952233599127284,0.5772012659081162
female,26-35,own,car,bajo riesgo,8358,48,quite rich / moderate,quite rich,moderate,cualificado,43-48,0.5,0.25,0.6147386076544852,0.3,0.0,2.664738607654485,0.5209921390052188
male,26-35,free,furniture/equipment,alto riesgo,3349,24,quite rich / little,quite rich,little,cualificado,19-24,0.75,0.25,0.26758052058674353,0.3,1.0,3.5675805205867435,0.6975098424868995
male,36-45,own,car,bajo riesgo,2859,12,No_tiene / No_tiene,,,muy cualificado,7-12,1.0,1.0,0.11647118646192987,0.0,0.0,3.11647118646193,0.6093119170934681
male,36-45,own,furniture/equipment,alto riesgo,1533,18,little / No_tiene,little,,no cualificado,13-18,1.0,0.75,0.18946457081379978,0.6,1.0,3.5394645708138,0.6920127971968691
male,26-35,own,radio/TV,alto riesgo,3621,24,moderate / No_tiene,moderate,,cualificado,19-24,1.0,0.5,0.26758052058674353,0.3,1.0,4.067580520586743,0.7952665488123649
male,36-45,own,business,bajo riesgo,3590,18,little / moderate,little,moderate,desempleado,13-18,0.5,0.75,0.18946457081379978,1.0,0.0,3.4394645708138,0.672461455931776
male,0-25,own,business,bajo riesgo,2145,36,little / little,little,little,cualificado,31-36,0.75,0.75,0.43527528164806206,0.3,0.0,2.235275281648062,0.4370262985292837
female,26-35,rent,car,bajo riesgo,4113,24,quite rich / moderate,quite rich,moderate,cualificado,19-24,0.5,0.25,0.26758052058674353,0.3,0.0,2.3175805205867435,0.45311807667323567
female,26-35,own,furniture/equipment,alto riesgo,10974,36,little / No_tiene,little,,muy cualificado,31-36,1.0,0.75,0.43527528164806206,0.0,1.0,4.185275281648062,0.8182774531985993
female,26-35,own,car,bajo riesgo,1893,12,little / little,little,little,cualificado,7-12,0.75,0.75,0.11647118646192987,0.3,0.0,1.91647118646193,0.3746958219123508
female,56-65,rent,radio/TV,alto riesgo,1231,24,rich / little,rich,little,muy cualificado,19-24,0.75,0.0,0.26758052058674353,0.0,1.0,2.0175805205867436,0.3944640528779564
male,46-55,own,radio/TV,alto riesgo,3656,30,No_tiene / rich,,rich,no cualificado,25-30,0.0,1.0,0.34974096978557817,0.6,1.0,3.9497409697855783,0.7722273360899765
male,36-45,own,radio/TV,alto riesgo,1154,9,little / moderate,little,moderate,no cualificado,7-12,0.5,0.75,0.0824692444233059,0.6,1.0,2.932469244423306,0.5733370694710979
male,36-45,own,car,bajo riesgo,4006,28,little / little,little,little,no cualificado,25-30,0.75,0.75,0.3219516401426915,0.6,0.0,3.4219516401426917,0.6690374430907485
male,26-35,free,furniture/equipment,alto riesgo,3069,24,moderate / moderate,moderate,moderate,cualificado,19-24,0.5,0.5,0.26758052058674353,0.3,1.0,3.5675805205867435,0.6975098424868995
male,26-35,rent,radio/TV,alto riesgo,1740,6,little / No_tiene,little,,cualificado,0-6,1.0,0.75,0.050697028491100485,0.3,1.0,3.1006970284911004,0.6062278576368964
male,46-55,own,car,bajo riesgo,2353,21,little / moderate,little,moderate,cualificado,19-24,0.5,0.75,0.22796289202471912,0.3,0.0,2.777962892024719,0.5431290052374028
male,26-35,own,car,bajo riesgo,3556,15,No_tiene / No_tiene,,,cualificado,13-18,1.0,1.0,0.1522335991272839,0.3,0.0,3.4522335991272834,0.6749579722335816
male,26-35,own,radio/TV,alto riesgo,2397,24,quite rich / No_tiene,quite rich,,cualificado,19-24,1.0,0.25,0.26758052058674353,0.3,1.0,3.8175805205867435,0.7463881956496323
male,0-25,own,repairs,bajo riesgo,454,6,little / moderate,little,moderate,no cualificado,0-6,0.5,0.75,0.050697028491100485,0.6,0.0,1.9006970284911007,0.3716117624557791
female,26-35,own,radio/TV,alto riesgo,1715,30,No_tiene / moderate,,moderate,cualificado,25-30,0.5,1.0,0.34974096978557817,0.3,1.0,3.149740969785578,0.6158166059692316
male,0-25,own,radio/TV,alto riesgo,2520,27,quite rich / moderate,quite rich,moderate,no cualificado,25-30,0.5,0.25,0.30820346803447984,0.6,1.0,3.65820346803448,0.7152278442068924
female,46-55,rent,radio/TV,alto riesgo,3568,15,little / No_tiene,little,,muy cualificado,13-18,1.0,0.75,0.1522335991272839,0.0,1.0,3.9022335991272836,0.7629390079265006
male,26-35,rent,radio/TV,alto riesgo,7166,42,No_tiene / No_tiene,,,cualificado,37-42,1.0,1.0,0.5237211981383231,0.3,1.0,4.823721198138323,0.9431021931246616
male,36-45,own,car,bajo riesgo,3939,11,little / little,little,little,no cualificado,7-12,0.75,0.75,0.10492336888023829,0.6,0.0,3.2049233688802383,0.6266055051344942
male,0-25,own,repairs,bajo riesgo,1514,15,moderate / moderate,moderate,moderate,cualificado,13-18,0.5,0.5,0.1522335991272839,0.3,0.0,1.452233599127284,0.2839311469317195
male,36-45,own,car,bajo riesgo,7393,24,little / No_tiene,little,,no cualificado,19-24,1.0,0.75,0.26758052058674353,0.6,0.0,3.6175805205867437,0.7072855131194461
female,26-35,rent,car,bajo riesgo,1193,24,little / little,little,little,desempleado,19-24,0.75,0.75,0.26758052058674353,1.0,0.0,2.7675805205867436,0.5410991123661547
male,36-45,rent,business,bajo riesgo,7297,60,little / little,little,little,cualificado,55-60,0.75,0.75,0.8034937533355228,0.3,0.0,3.6034937533355227,0.7045313611809405
female,26-35,own,radio/TV,alto riesgo,2831,30,little / No_tiene,little,,cualificado,25-30,1.0,0.75,0.34974096978557817,0.3,1.0,4.399740969785578,0.8602083717828953
female,56-65,own,radio/TV,alto riesgo,1258,24,quite rich / rich,quite rich,rich,no cualificado,19-24,0.0,0.25,0.26758052058674353,0.6,1.0,2.1175805205867437,0.4140153941430495
female,56-65,own,radio/TV,alto riesgo,753,6,little / moderate,little,moderate,cualificado,0-6,0.5,0.75,0.050697028491100485,0.3,1.0,2.6006970284911004,0.5084711513114307
male,36-45,own,business,bajo riesgo,2427,18,No_tiene / moderate,,moderate,cualificado,13-18,0.5,1.0,0.18946457081379978,0.3,0.0,2.9894645708137997,0.584480420238857
male,46-55,own,car,bajo riesgo,2538,24,little / No_tiene,little,,no cualificado,19-24,1.0,0.75,0.26758052058674353,0.6,0.0,3.6175805205867437,0.7072855131194461
male,0-25,rent,car,bajo riesgo,1264,15,moderate / moderate,moderate,moderate,cualificado,13-18,0.5,0.5,0.1522335991272839,0.3,0.0,1.452233599127284,0.2839311469317195
male,46-55,own,furniture/equipment,alto riesgo,8386,30,little / moderate,little,moderate,cualificado,25-30,0.5,0.75,0.34974096978557817,0.3,1.0,3.899740969785578,0.7624516654574299
male,26-35,rent,business,bajo riesgo,4844,48,little / No_tiene,little,,muy cualificado,43-48,1.0,0.75,0.6147386076544852,0.0,0.0,3.364738607654485,0.6578515278608706
female,26-35,own,car,bajo riesgo,2923,21,moderate / rich,moderate,rich,muy cualificado,19-24,0.0,0.5,0.22796289202471912,0.0,0.0,1.7279628920247192,0.3378399219539252
male,26-35,own,car,bajo riesgo,8229,36,little / little,little,little,cualificado,31-36,0.75,0.75,0.43527528164806206,0.3,0.0,3.235275281648062,0.6325397111802148
male,26-35,own,furniture/equipment,alto riesgo,2028,24,little / No_tiene,little,,no cualificado,19-24,1.0,0.75,0.26758052058674353,0.6,1.0,3.6175805205867437,0.7072855131194461
female,0-25,rent,furniture/equipment,alto riesgo,1433,15,little / little,little,little,cualificado,13-18,0.75,0.75,0.1522335991272839,0.3,1.0,2.952233599127284,0.5772012659081162
male,26-35,own,business,bajo riesgo,6289,42,little / rich,little,rich,cualificado,37-42,0.0,0.75,0.5237211981383231,0.3,0.0,2.573721198138323,0.5031970146600667
female,56-65,own,radio/TV,alto riesgo,1409,13,moderate / No_tiene,moderate,,cualificado,13-18,1.0,0.5,0.12821328485306516,0.3,1.0,2.928213284853065,0.5725049722914157
male,26-35,free,car,bajo riesgo,6579,24,little / little,little,little,muy cualificado,19-24,0.75,0.75,0.26758052058674353,0.0,0.0,2.7675805205867436,0.5410991123661547
male,46-55,own,radio/TV,alto riesgo,1743,24,little / moderate,little,moderate,no cualificado,19-24,0.5,0.75,0.26758052058674353,0.6,1.0,3.1175805205867437,0.6095288067939806
male,36-45,own,education,bajo riesgo,3565,12,No_tiene / No_tiene,,,no cualificado,7-12,1.0,1.0,0.11647118646192987,0.6,0.0,3.71647118646193,0.7266199646840268
male,26-35,own,radio/TV,alto riesgo,1569,15,moderate / No_tiene,moderate,,no cualificado,13-18,1.0,0.5,0.1522335991272839,0.6,1.0,3.2522335991272837,0.6358552897033954
male,0-25,rent,radio/TV,alto riesgo,1936,18,No_tiene / little,,little,no cualificado,13-18,0.75,1.0,0.18946457081379978,0.6,1.0,3.5394645708138,0.6920127971968691
male,26-35,own,furniture/equipment,alto riesgo,3959,36,little / little,little,little,muy cualificado,31-36,0.75,0.75,0.43527528164806206,0.0,1.0,3.935275281648062,0.7693991000358665
male,46-55,own,car,bajo riesgo,2390,12,No_tiene / No_tiene,,,cualificado,7-12,1.0,1.0,0.11647118646192987,0.3,0.0,3.41647118646193,0.6679659408887474
female,26-35,own,furniture/equipment,alto riesgo,1736,12,little / No_tiene,little,,no cualificado,7-12,1.0,0.75,0.11647118646192987,0.6,1.0,3.4664711864619298,0.677741611521294
male,36-45,own,car,bajo riesgo,3857,30,little / little,little,little,muy cualificado,25-30,0.75,0.75,0.34974096978557817,0.0,0.0,2.8497409697855782,0.5571625821739523
male,36-45,own,radio/TV,alto riesgo,804,12,little / No_tiene,little,,cualificado,7-12,1.0,0.75,0.11647118646192987,0.3,1.0,3.16647118646193,0.6190875877260147
male,0-25,free,radio/TV,alto riesgo,1845,45,little / little,little,little,cualificado,43-48,0.75,0.75,0.5689263134456501,0.3,1.0,3.36892631344565,0.6586702805112793
male,26-35,own,car,bajo riesgo,4576,45,moderate / moderate,moderate,moderate,cualificado,43-48,0.5,0.5,0.5689263134456501,0.3,0.0,2.86892631344565,0.5609135741858138
